Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
KYFH4_sample_58,,MORGOAT,milk,goat,,KYFH4-IT098009105076,goat_milk,test,val,train,train,test,test,train,train,test,train,test,train,train,test,test,test,train,val,train,train,test,train,test,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,test,train,train,test,test,train,train,val,train
KYFH4_sample_59,,MORGOAT,milk,goat,,KYFH4-IT098009105070,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,test,train,train,train,train,train,val,test,val,train,train,train,test,train,train,train,train,val,train,train,train,test,train,test,train,train,val,val,val
KYFH4_sample_6,,MORGOAT,milk,goat,,KYFH4-,goat_milk,train,test,train,train,train,train,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,test,test,train,test,test,train,train,train,train,test,train,train,test,train,train,val,train,val,train,test,train,train,train,val,test,test,train,train,train
KYFH4_sample_60,,MORGOAT,milk,goat,,KYFH4-IT098009104997,goat_milk,train,train,train,train,val,test,train,val,train,train,train,test,test,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,test,test,train,train,train,train,train,test
KYFH4_sample_61,,MORGOAT,milk,goat,,KYFH4-IT098009105013,goat_milk,train,test,train,train,train,train,train,train,train,val,train,test,test,val,train,train,train,train,train,val,train,train,test,test,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,test,train,train,train,val,train,train,test,train,test,train
KYFH4_sample_62,,MORGOAT,milk,goat,,KYFH4-IT098009105034,goat_milk,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,train,val,val,test,train,train,test,test,val,test,train,val,train,train,train,test,test,train,test,test,test,train,train,train,train,val,train,train,train,train,val,test,train,train
KYFH4_sample_63,,MORGOAT,milk,goat,,KYFH4-IT098009105059,goat_milk,train,train,train,train,train,train,test,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train
KYFH4_sample_64,,MORGOAT,milk,goat,,KYFH4-IT098009105008,goat_milk,train,train,train,train,val,train,train,test,train,train,test,train,val,train,test,train,val,train,test,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,val,test,train,test,train,test,val,test,test,test,train,train,train,train
KYFH4_sample_65,,MORGOAT,milk,goat,,KYFH4-IT098009104776,goat_milk,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,test,train,test,train,train,train,val,train,val,test,test,test,test,train,test,train,test,train,test,test,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test
KYFH4_sample_66,,MORGOAT,milk,goat,,KYFH4-IT098009104782,goat_milk,train,test,train,train,test,test,val,train,train,train,test,train,train,train,train,test,val,train,test,train,val,train,train,train,train,train,test,train,test,train,train,test,test,train,train,test,train,test,val,test,test,train,train,test,train,train,test,test,val,train
KYFH4_sample_67,,MORGOAT,milk,goat,,KYFH4-IT098009104758,goat_milk,train,train,train,test,train,val,test,train,train,test,train,test,train,val,train,test,train,train,train,test,val,test,val,train,train,train,train,train,train,test,train,train,train,train,train,test,val,train,train,train,train,train,train,train,train,train,train,test,train,val
KYFH4_sample_68,,MORGOAT,milk,goat,,KYFH4-IT098009104994,goat_milk,test,test,train,train,test,train,train,train,train,train,train,train,train,val,test,val,val,train,test,val,train,test,test,train,train,train,train,train,train,val,val,test,train,train,test,train,train,train,train,val,val,test,train,train,train,train,test,train,train,test
KYFH4_sample_69,,MORGOAT,milk,goat,,KYFH4-IT098009104763,goat_milk,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,train,val,test,train,train,test,test,train,test,train,train,test,val,test,train,train,train,train,test,train,train,train,train,train,train,val,train,train,val,train,train,train,test
KYFH4_sample_7,,MORGOAT,milk,goat,,KYFH4-IT098009104464,goat_milk,train,train,test,train,train,train,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,train,test,train,val,test,train,test,test,test,train,train,test,train,train,val,train,train,train,train,train,train,train,train,test,train,test,test,train
KYFH4_sample_70,,MORGOAT,milk,goat,,KYFH4-IT098009104413,goat_milk,train,train,train,train,test,val,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train
KYFH4_sample_71,,MORGOAT,milk,goat,,KYFH4-IT098009104472,goat_milk,test,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train,train,test,val,train,test,train
KYFH4_sample_72,,MORGOAT,milk,goat,,KYFH4-IT098009104412,goat_milk,train,train,train,train,test,train,train,train,train,train,train,val,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train
KYFH4_sample_73,,MORGOAT,milk,goat,,KYFH4-IT098009104420,goat_milk,train,train,train,test,train,train,test,train,train,train,train,train,train,train,train,val,train,test,test,train,val,train,train,train,train,test,test,test,train,train,train,train,train,train,val,train,test,test,train,test,train,train,train,train,train,train,train,train,train,train
KYFH4_sample_74,,MORGOAT,milk,goat,,KYFH4-IT098009105074,goat_milk,train,val,train,train,train,test,train,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,val,train,val,train,val,val,test,test,train,test,train,train,train,train,train,train,train,test,train,train,train,val,test,train,train,train,train,train
KYFH4_sample_75,,MORGOAT,milk,goat,,KYFH4-IT098009105015,goat_milk,test,train,train,test,train,test,train,train,train,test,test,train,train,train,train,train,train,test,train,train,train,val,train,train,train,test,train,train,train,test,test,train,train,train,val,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train
KYFH4_sample_76,,MORGOAT,milk,goat,,KYFH4-IT098009104759,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,val,train,train,train,train,train,val,train,train,train,val,test,train,val,train,val,test,val,test,val,train,train,train,test,train
KYFH4_sample_77,,MORGOAT,milk,goat,,KYFH4-IT098009104447,goat_milk,test,test,train,test,train,train,train,train,test,val,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,val,train,test,train,train,test,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,train,train
KYFH4_sample_78,,MORGOAT,milk,goat,,KYFH4-IT098009104477,goat_milk,train,train,val,train,test,train,test,test,train,val,train,val,val,test,train,train,train,train,train,test,train,test,val,train,train,train,train,val,train,test,train,test,train,val,train,val,train,val,test,train,train,train,test,test,test,train,train,train,train,train
KYFH4_sample_79,,MORGOAT,milk,goat,,KYFH4-IT098009104454,goat_milk,test,train,train,train,test,train,train,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,train,train,train,train,test,train,val,train,train,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,test
KYFH4_sample_8,,MORGOAT,milk,goat,,KYFH4-IT098009104413,goat_milk,train,train,train,train,test,val,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train
KYFH4_sample_80,,MORGOAT,milk,goat,,KYFH4-IT098009104487,goat_milk,train,train,test,test,train,train,train,train,train,train,train,test,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,val,val,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test
KYFH4_sample_81,,MORGOAT,milk,goat,,KYFH4-IT098009105075,goat_milk,train,train,train,test,train,train,train,train,test,test,train,train,train,test,train,train,test,train,train,val,train,val,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,test,train,test,train,train,test,test,train,val
KYFH4_sample_82,,MORGOAT,milk,goat,,KYFH4-IT098009105046,goat_milk,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,test,train,test,train,train,test,val,val,test,val,train,train,train,train,val,train,train,test,train,train,train,val,val,train,test
KYFH4_sample_83,,MORGOAT,milk,goat,,KYFH4-IT098009105028,goat_milk,train,train,test,test,train,train,test,train,val,train,train,train,train,train,test,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,train,val,train
KYFH4_sample_84,,MORGOAT,milk,goat,,KYFH4-IT098009104988,goat_milk,test,train,train,train,train,train,train,train,val,train,train,test,train,train,test,train,train,train,train,train,train,train,train,val,val,train,train,train,test,train,train,train,train,test,train,train,train,train,train,test,test,test,train,train,train,train,train,train,train,train
KYFH4_sample_85,,MORGOAT,milk,goat,,KYFH4-IT098009104483,goat_milk,train,train,train,test,train,train,val,val,train,train,train,test,train,val,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,test,val,train,train,train,val,train,train
KYFH4_sample_86,,MORGOAT,milk,goat,,KYFH4-IT098009104468,goat_milk,train,test,train,train,val,train,test,val,train,test,val,test,test,val,train,train,train,val,test,train,train,test,val,train,val,train,train,train,val,train,test,val,val,test,train,test,train,train,train,val,test,train,train,train,train,train,train,test,train,train
KYFH4_sample_87,,MORGOAT,milk,goat,,KYFH4-IT098009104416,goat_milk,train,train,test,val,train,val,train,train,test,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train,test,test,train,train,train,train,test,train,train,train,test,train,test,test,train,test,test,test,train,train,train,train,train
KYFH4_sample_88,,MORGOAT,milk,goat,,KYFH4-IT098009104438,goat_milk,train,train,test,test,train,train,test,train,train,train,test,val,train,test,test,train,train,train,test,train,train,train,train,train,train,train,test,test,test,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,val,train,train,train,train
KYFH4_sample_89,,MORGOAT,milk,goat,,KYFH4-IT098009104424,goat_milk,train,val,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,val,test,train,train,val,val,train,train,train,train,train,val,train,val,train,train,train,train,test,train,val,train,test,train
KYFH4_sample_9,,MORGOAT,milk,goat,,KYFH4-IT098009104416,goat_milk,train,train,test,val,train,val,train,train,test,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train,test,test,train,train,train,train,test,train,train,train,test,train,test,test,train,test,test,test,train,train,train,train,train
